book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
6918824,,,real,"engaging, reflective",,,,mistral-large-latest
20768868,,United States,real,"dark, ominous",20th-21st,contemporary,,mistral-large-latest
33377406,,United States,real,"tense, suspenseful",20th,mid-20th century,World War II,mistral-large-latest
25709984,,,real,"tense, curious",,,,mistral-large-latest
17285669,Venice,Italy,real,"playful, festive",,contemporary,,mistral-large-latest
28383643,,,real,"playful, emotional",,,,mistral-large-latest
2558902,,,real,"educational, empowering",,,,mistral-large-latest
25952395,,,real,"curious, exploratory",,prehistoric,,mistral-large-latest
752728,Padua,Italy,real,"humorous, playful, rollicking",16th,Renaissance,,mistral-large-latest
2558909,Paris,France,real,"scandalous, titillating",19th,Victorian,,mistral-large-latest
29929474,,,real,,,,,mistral-large-latest
150734,Bletchley,United Kingdom,real,"serious, reflective",20th,World War II,"World War II, codebreaking, development of early computers",mistral-large-latest
20415819,,India,real,"tense, melancholic, hopeful",20th,post-colonial,Partition of India (1947),mistral-large-latest
18657496,Philadelphia,United States,real,"suspenseful, dark",21st,contemporary,,mistral-large-latest
28461562,,,real,"tense, seductive",,,,mistral-large-latest
3947021,Kabul,Afghanistan,real,"oppressive, tense, emotional",20th,late 20th century,Afghan conflict and civil war,mistral-large-latest
24975061,,United Kingdom,real,"satirical, absurd",20th,,,mistral-large-latest
22430619,,,real,"tense, melancholic",,,,mistral-large-latest
24600770,,,mixed,"adventurous, quirky",,,,mistral-large-latest
18657499,,"Somalia, United Kingdom, United States",real,"urgent, dangerous, high-stakes",21st,contemporary,"Somali piracy, War on Terror, Al Qaeda",mistral-large-latest
4739882,"Pietari, Inkerinmaa","Venäjä, Suomi",real,"kaihoisa, läheinen",19th-20th,keisarillinen Venäjä,"Venäjän keisarikunnan viimeiset vuodet, Mannerheimin vierailut",mistral-large-latest
36389745,,,real,"suspenseful, curious",,,,mistral-large-latest
150730,,Germany,real,thought-provoking,21st,contemporary,,mistral-large-latest
31616967,,,real,"tense, hopeful",,,,mistral-large-latest
150731,,United Kingdom,real,"somber, intellectual",20th,World War II,"World War II, Cold War",mistral-large-latest
34381388,Pittsburgh,United States,real,"lighthearted, reflective",,,,mistral-large-latest
34381389,Manhattan,United States,real,"noir, tense",,,,mistral-large-latest
23009776,,United Kingdom,real,"romantic, tense, hopeful",19th,Regency,,mistral-large-latest
5319918,,,real,,20th,early 20th century,Interwar period,mistral-large-latest
10459243,,Indonesia,mixed,"eerie, playful",,,,mistral-large-latest
15780408,Auckland,New Zealand,mixed,"suspenseful, dramatic",early modern,colonial,early settlement of New Zealand,mistral-large-latest
1603536,Seneca Falls,United States,real,"dramatic, reflective",19th,Victorian,"Seneca Falls Convention, American Civil War, Abolitionist Movement, Women's Suffrage Movement",mistral-large-latest
31390682,London,England,real,"tense, romantic",19th,Victorian,,mistral-large-latest
27313962,Pittsburgh,United States,real,"melancholic, hopeful",20th,post-World War II,decline of American industry (Rust Belt),mistral-large-latest
22161824,Los Angeles,United States,real,"lighthearted, enthusiastic",20th,mid-to-late 20th century,,mistral-large-latest
19409025,,Canada,real,"desperate, determined",,,,mistral-large-latest
18281430,Accra,Ghana,real,"dark, intriguing",,contemporary,,mistral-large-latest
24779568,,,real,"intense, emotional",,,,mistral-large-latest
26181272,,United States,real,"mysterious, romantic, tense",,contemporary,,mistral-large-latest
26181271,,,fictional,"exciting, passionate",,,,mistral-large-latest
28461564,,,real,"tense, wondering",19th,Victorian,,mistral-large-latest
24239376,,,real,,,,,mistral-large-latest
20420863,,,mixed,"tense, suspenseful",,,,mistral-large-latest
23643523,,Portugal,real,"sorrowful, nostalgic, uplifting",,,,mistral-large-latest
25324350,,,real,"tense, romantic, sensual",,,,mistral-large-latest
35272867,Saigon,Vietnam,real,melancholic,19,colonial,French colonization of Vietnam,mistral-large-latest
27626493,,,real,"hopeful, introspective",,,,mistral-large-latest
560861,,,real,"hopeful, reflective",,,,mistral-large-latest
560863,,India,real,"calm, reflective",ancient,,,mistral-large-latest
4241,,,mixed,"playful, paranoid, intellectual",,,"conspiracy theories, modern era",mistral-large-latest
13411472,,Afghanistan,real,"tense, reflective",21st,contemporary,Taliban rule in Afghanistan,mistral-large-latest
560868,,India,real,"informative, calm",,ancient,,mistral-large-latest
7915266,,United States,real,"tense, hopeful",19th,1840s (Mexican-American War),Mexican-American War,mistral-large-latest
6177231,,England,real,"eerie, foreboding, tense",19th,Victorian,,mistral-large-latest
13411478,,,real,,,,,mistral-large-latest
9830843,Savannah,United States,real,"engrossing, haunting, darkly humorous",20th,1980s,landmark murder case,mistral-large-latest
9830844,,Japan,real,"thought-provoking, contemplative",,,,mistral-large-latest
18570094,,,real,passionate,,,,mistral-large-latest
12750290,,,real,"tense, curious",,,,mistral-large-latest
12750295,Boston,United States,mixed,"intriguing, curious",,,,mistral-large-latest
12750296,,,real,"emotional, hopeful",,,,mistral-large-latest
23348741,,,real,"tense, uncertain",,,,mistral-large-latest
26167190,,United States,real,"melancholic, warm",21st,contemporary,,mistral-large-latest
18746840,Middlemarch,England,real,"thought-provoking, introspective",19th,Victorian,,mistral-large-latest
25430260,Missoula,United States,real,"disturbing, thought-provoking",21st,contemporary,campus sexual assault crisis in the U.S.,mistral-large-latest
25430261,Westchester,United States,real,"anxious, foreboding",21st,contemporary,,mistral-large-latest
18746846,,,real,"romantic, dramatic",,,,mistral-large-latest
25430263,,United States,real,"reflective, emotional",,contemporary,,mistral-large-latest
18746848,,United States,real,"tense, chilling",20th,1960s-1970s,Manson Family murders,mistral-large-latest
18623416,,,real,"intellectual, reflective",,medieval to modern,,mistral-large-latest
1044105,,,real,"upbeat, playful",,,,mistral-large-latest
29518957,,,real,"curious, excited",,,,mistral-large-latest
36214431,,Bulgaria,real,"introspective, transient",,,,mistral-large-latest
11809461,,,real,"mysterious, provocative",,,,mistral-large-latest
11809460,,,real,"intellectual, reflective",18th,Enlightenment,,mistral-large-latest
24510765,Manhattan,United States,real,"dangerous, uncertain",,contemporary,,mistral-large-latest
376116,,Italy,real,"reflective, warm",17th,Early Modern,"Thirty Years' War, bubonic plague, Galileo's trial",mistral-large-latest
6617804,New York,United States,real,"tense, inspirational",21st,contemporary,,mistral-large-latest
14459034,,,real,"warm, reflective",,,,mistral-large-latest
14459036,,,real,"introspective, hopeful",,,,mistral-large-latest
35168321,,United States,real,"intense, passionate, suspenseful",,contemporary,,mistral-large-latest
29761166,,,real,"uplifting, motivational",,,,mistral-large-latest
1229841,,Russia,real,"thought-provoking, reflective",20th,,Russian displacement and refugee crises,mistral-large-latest
33535892,Monaco,,mixed,"tense, suspenseful",19th,,,mistral-large-latest
25752839,Leroy,United States,real,"suspenseful, melancholic",,contemporary,,mistral-large-latest
18759992,,Britain,real,"tense, solemn",6th,Post-Roman Britain,"Decline of Roman influence, rise of Celtic kingdoms",mistral-large-latest
1119479,,,real,"hopeful, peaceful",,,,mistral-large-latest
1909749,,,real,"inspirational, practical",,,,mistral-large-latest
18759997,Londra,Inghilterra,real,"melancholic, hopeful",,,,mistral-large-latest
18759994,,,fictional,"dramatic, passionate",,,,mistral-large-latest
18759999,,Canada,real,"suspenseful, gripping",,contemporary,,mistral-large-latest
28108116,Seaside Cove,,real,"nostalgic, tense, hopeful",,contemporary,,mistral-large-latest
21725791,,,real,"hopeful, romantic",,contemporary,,mistral-large-latest
32800135,"Madrid, Paris","Espanha, França",real,"tenso, aventureiro",18th,Iluminismo,Pré-Revolução Francesa,mistral-large-latest
13423864,,Georgia,real,,19th,late 19th to early 20th century,,mistral-large-latest
17622466,,,real,"tense, erotic",,contemporary,,mistral-large-latest
6523745,,,fictional,"tense, suspenseful",,futuristic,,mistral-large-latest
31683230,Selchester,Inglaterra,real,"uneasy, intriguing",20th,post-World War II,Guerra Fria,mistral-large-latest
13423860,New York City,United States,real,"tense, romantic",21st,contemporary,,mistral-large-latest
13423863,,Bulgaria,real,"hopeful, concerned",21st,contemporary,,mistral-large-latest
307631,,,real,"warm, thoughtful",,,,mistral-large-latest
26715064,Rome,Italy,real,"urgent, dangerous",21st,contemporary,,mistral-large-latest
21355731,,Britain,real,"tense, hopeful",6th,post-Roman Britain,Arthurian legend,mistral-large-latest
13423869,Gotham City,United States,fictional,"tense, brooding",,modern,No Man's Land,mistral-large-latest
1974623,,,real,informative,,contemporary,,mistral-large-latest
34381915,,United States,real,"warm, playful, intriguing",,contemporary,,mistral-large-latest
307636,Hollywood,United States,real,"intense, melancholic, celebratory",20th,mid-to-late 20th century,"post-World War II Hollywood, Golden Age of Television, New Hollywood cinema",mistral-large-latest
18209510,,,real,"warm, inviting",,,,mistral-large-latest
18209511,,,real,,,,,mistral-large-latest
18209512,,,real,"approachable, inspiring",,,,mistral-large-latest
4990962,,,real,"tense, foreboding",,,,mistral-large-latest
4990963,,,real,"reflective, wistful",,,,mistral-large-latest
2459670,"Babylon, Shushan",Persian Empire,real,"tense, suspenseful",5th century BCE,Ancient Persia,Reign of King Ahasuerus (Xerxes I),mistral-large-latest
18209519,,,real,"festive, warm",,,,mistral-large-latest
26777934,Salt Lake City,United States,real,"bleak, intense, melancholic",,,,mistral-large-latest
26777932,,United States,real,"curious, wonder",,,,mistral-large-latest
26777931,,,real,"curious, wonder",,,,mistral-large-latest
2459677,Parke County,United States,real,"tense, introspective",,,,mistral-large-latest
9169962,,Nepal,real,"serious, reflective",20th,post-Cold War,restoration of democracy in 1990,mistral-large-latest
18945514,,,real,"thought-provoking, analytical",,contemporary,,mistral-large-latest
24113679,Wet Moon,,real,"suspenseful, melancholic",,,,mistral-large-latest
33917274,Seattle,United States,real,"melancholic, hopeful",19,late 1800s,Chinese Exclusion Act and anti-Chinese sentiment in the U.S.,mistral-large-latest
6984945,,,fictional,"oppressive, desperate",,futuristic,Cardassian Occupation of Bajor,mistral-large-latest
22201085,,,real,"reflective, hopeful",,,,mistral-large-latest
7070041,,,real,"sorrowful, comforting",,,,mistral-large-latest
17670455,,,mixed,"tense, uncertain",,,,mistral-large-latest
17670453,,,real,"tense, sensual",,,,mistral-large-latest
22201083,,,real,"spontaneous, provocative",,,,mistral-large-latest
1979590,,,real,"inspirational, playful",,,,mistral-large-latest
7070048,,,real,"hopeful, contemplative",20th,modern,,mistral-large-latest
25743375,"Hollywood, Paris","United States, France",real,"melancholic, hopeful",21st,contemporary,,mistral-large-latest
13023293,,,real,"thought-provoking, contemplative",20th,post-WWII,Holocaust studies,mistral-large-latest
27648109,Los Angeles,United States,real,"tense, melancholic, suspenseful",21st,contemporary,,mistral-large-latest
10896793,,Italy,real,"melancholic, vibrant",,,,mistral-large-latest
19169982,London,United Kingdom,real,"energetic, melancholic",20th,1950s,"post-World War II youth culture, race riots, lead-up to the Swinging Sixties",mistral-large-latest
22994886,,,real,"hopeful, uncertain",,,,mistral-large-latest
10321849,,United States,real,"tense, hopeful",19th,Old West,,mistral-large-latest
3471600,,,fictional,"oppressive, lonely",,,,mistral-large-latest
29434405,,,real,"hopeful, reassuring",,,,mistral-large-latest
1911900,,Nigeria,real,"serious, cautionary",,contemporary,,mistral-large-latest
1911901,,United Kingdom,real,"haunting, melancholic",20th,early 20th century,post-World War I,mistral-large-latest
1911906,San Francisco,United States,real,"tense, urgent",21st,contemporary,,mistral-large-latest
1911905,Spokane,United States,real,"tense, disturbing",20th,1990s,,mistral-large-latest
1911909,,,real,"intriguing, thought-provoking",,,biblical times to present,mistral-large-latest
6826608,Jackson,United States,mixed,"suspenseful, dramatic",,contemporary,,mistral-large-latest
23263029,,,real,"suspenseful, melancholic",21st,contemporary,,mistral-large-latest
18269839,,,fictional,"tense, exciting",,interstellar,,mistral-large-latest
23263022,,,real,"tense, uneasy",,,,mistral-large-latest
17409717,Miami,United States,real,"suspenseful, urgent",21st,contemporary,,mistral-large-latest
20438081,,,real,"suspenseful, dangerous",,,,mistral-large-latest
1736339,,,real,"tense, adventurous",20th,World War II,World War II,mistral-large-latest
26804808,Casablanca,Morocco,real,"suspenseful, liberating, disorienting",,,,mistral-large-latest
29762069,,Belgium,real,"suspenseful, romantic",,,,mistral-large-latest
1772531,,,real,"amusing, engaging",,,,mistral-large-latest
12471822,,,real,"motivational, reflective",,,,mistral-large-latest
17171882,,United States,real,reflective,"18th, 19th, 20th",historical,"Bleeding Kansas, Civil War, Plains Indian wars, World Wars, Cold War",mistral-large-latest
5748982,,,fictional,"tense, wondering",,,,mistral-large-latest
23378832,,,mixed,"playful, tense",,,,mistral-large-latest
33798435,,Burundi,real,"tense, melancholic",20th,1990s,"Rwandan Genocide, Burundian Civil War",mistral-large-latest
34818663,Palermo,Italy,real,"disillusioned, contemplative",19th,Risorgimento,Italian unification,mistral-large-latest
16080320,,,real,"uncertain, melancholic",,,,mistral-large-latest
9746475,,Kosovo,real,"haunting, melancholic",20th,post-Cold War,Yugoslav Wars,mistral-large-latest
34818666,Tampa,United States,real,"tense, romantic",,contemporary,,mistral-large-latest
18707527,,England,real,"longing, tension, romantic",19th,Regency,,mistral-large-latest
9956705,,,real,"lighthearted, engaging",,,,mistral-large-latest
13425018,,Italy,real,"nostalgic, sobering, engaging",20th,World War II,"World War II, USAAF bombing missions in Corsica",mistral-large-latest
6357407,,,real,thought-provoking,20th-21st,postmodern,,mistral-large-latest
6357400,Boston,United States,real,"tense, reflective",18th,Colonial America,American Revolutionary War,mistral-large-latest
7654459,,,real,"tense, uneasy",,,,mistral-large-latest
28180073,Vancouver,Canada,fictional,"intense, romantic",21st,contemporary,,mistral-large-latest
34516816,Tupungato,Argentina,real,"uneasy, contemplative",,,,mistral-large-latest
13425017,,United States,real,"lighthearted, optimistic",20th,early 1930s,early days of radio broadcasting,mistral-large-latest
13425014,Fallujah,Iraq,real,"solemn, poignant",21st,contemporary,Iraq War,mistral-large-latest
8408094,,,fictional,"wonder, urgency",,,,mistral-large-latest
2002922,,,real,"engaging, accessible",medieval,,Viking attacks on monasteries,mistral-large-latest
25865867,St. Louis,United States,mixed,"tense, passionate",,,,mistral-large-latest
19823589,,,fictional,"exciting, tense, mysterious",,,,mistral-large-latest
9567828,,United Kingdom,real,"Thoughtful, Melancholic",19th,Victorian,,mistral-large-latest
16080321,,,fictional,"oppressive, despairing, battle-hungry",,far future,the Long War against the Imperium,mistral-large-latest
29763350,,France,real,"urgent, foreboding",20th,mid-20th century,World War II,mistral-large-latest
1442722,,,real,"inspiring, nostalgic",,,,mistral-large-latest
609317,New York,United States,real,"provocative, playful, adventurous",,contemporary,,mistral-large-latest
8357735,,France,real,,,medieval to contemporary,,mistral-large-latest
27190113,,United States,real,"romantic, humorous",,contemporary,,mistral-large-latest
27190112,Austin,United States,real,"romantic, tense",,,,mistral-large-latest
27190115,,United States,real,"romantic, melancholic",21st,contemporary,,mistral-large-latest
27190114,,,real,"warm, emotional",,,,mistral-large-latest
27190117,,,real,"hopeful, romantic",,,,mistral-large-latest
27190116,,,real,"warm, romantic",,,,mistral-large-latest
27190119,,,real,,,,,mistral-large-latest
27190118,,United States,real,"urgent, dangerous",21st,contemporary,,mistral-large-latest
9956702,,,mixed,"tense, melancholic, contemplative",,,,mistral-large-latest
10213276,,,fictional,"tense, hopeful",,,,mistral-large-latest
8937887,,,real,educational,,,,mistral-large-latest
264685,Vienna,Austria,real,"melancholic, dreamlike",19th,Austro-Hungarian Empire,"Pre-Anschluss Vienna, 1870s",mistral-large-latest
264681,,Austria-Hungary,real,"despair, alienation",19th,Austro-Hungarian Empire,,mistral-large-latest
23666756,,,fictional,"suspenseful, challenging",,mythological,,mistral-large-latest
23567298,,,fictional,"suspenseful, emotionally charged",,,,mistral-large-latest
27522427,,,real,"longing, hopeful",,,,mistral-large-latest
17842514,,,real,"uneasy, tense, frightening",,,,mistral-large-latest
28820577,New York,United States,real,"tense, dramatic, reflective",21st,contemporary,,mistral-large-latest
15731388,,Ireland,real,"poignant, reflective",20th,1950s,"post-World War II rural Ireland, economic migration to London",mistral-large-latest
984585,,,real,"hypnotic, suspenseful",,,,mistral-large-latest
7427543,London,England,real,"isolated, fearful, hopeful",20th,modern,World War II (implied),mistral-large-latest
6303498,,Japan,real,"melancholic, hopeful",,,,mistral-large-latest
6303499,,Japan,real,"playful, warm",,contemporary,,mistral-large-latest
8611867,,,fictional,"tense, melancholic",,,,mistral-large-latest
26185012,,,real,"warm, curious",,,,mistral-large-latest
23492460,,,real,"hopeful, playful",,,,mistral-large-latest
23492461,,Japan,mixed,"hopeful, humorous",,contemporary,,mistral-large-latest
23492462,,Japan,real,"tense, intriguing",,,,mistral-large-latest
8611866,,,mixed,"foreboding, uneasy",,,,mistral-large-latest
13134819,,United States,real,"hopeful, reflective",,contemporary,,mistral-large-latest
23492467,,Japan,mixed,"tense, dramatic, urgent",,modern,,mistral-large-latest
29910092,,,real,"tense, oppressive",21st,contemporary,,mistral-large-latest
984580,Boston,United States,real,"passionate, tense",19th-20th,Victorian/Edwardian transition,,mistral-large-latest
13134814,Spaulding,United States,real,"lighthearted, intriguing",21st,contemporary,,mistral-large-latest
25618557,,USA,real,,,,,mistral-large-latest
17240168,London,United Kingdom,real,"suspenseful, romantic",,contemporary,,mistral-large-latest
17786553,,United States,real,"uncertain, restless",21st,contemporary,,mistral-large-latest
16032832,Tokyo,Japan,real,"nostalgic, uneasy",20th,post-war,post-World War II,mistral-large-latest
977598,,India,real,"reflective, intriguing",11th to 13th,medieval,,mistral-large-latest
23834528,,,real,"melancholic, tense",,,,mistral-large-latest
16032839,,Finland,real,"tense, foreboding",21st,contemporary,,mistral-large-latest
78352,,China,real,"contemplative, reverent",,ancient,"Shang dynasty, Confucian philosophy",mistral-large-latest
24874964,,,real,"inventive, reflective",15th,Renaissance,,mistral-large-latest
751683,,,real,"contemplative, intellectual",20th,modern,,mistral-large-latest
25966238,,,real,"reassuring, empowering",,,,mistral-large-latest
751685,,Balkans,real,"reflective, intellectual",,contemporary,Kosovo War,mistral-large-latest
20342690,,,real,"encouraging, reassuring",,,,mistral-large-latest
21538867,"Boston, New Orleans",United States,real,"tense, hopeful, melancholic",21st,contemporary,,mistral-large-latest
21538861,,,real,"thoughtful, reflective",20th,modern,,mistral-large-latest
17890787,,,fictional,"tense, passionate, melancholic",,,,mistral-large-latest
31751603,,,real,"hopeful, transformative",,contemporary,,mistral-large-latest
31751602,,,fictional,"lighthearted, quirky",,,,mistral-large-latest
15829176,Seattle,United States,mixed,"tense, dramatic, urgent",,contemporary,,mistral-large-latest
1388854,,,real,"joyful, reflective",,,,mistral-large-latest
2193682,,,real,"tense, foreboding",,,,mistral-large-latest
16847040,"Istanbul, Kahire, Paris, New York","Turkey, Egypt, France, USA",mixed,"tense, mysterious, chaotic","19th, 20th",Tanzimat,"Tanzimat reforms, Industrial Revolution",mistral-large-latest
15829178,Lawrenceton,United States,real,"tense, intriguing",,,,mistral-large-latest
24392443,,,real,"hopeful, tense",,,,mistral-large-latest
11278256,,Wales,mixed,"melancholic, hopeful, wondrous",,ancient,Celtic and Druidic lore,mistral-large-latest
432990,,"Poland, Ukraine, Lithuania, Belarus",real,"reflective, sobering","17th, 18th, 19th, 20th",modern,"World War II, ethnic cleansings, national independence movements",mistral-large-latest
21777483,,United States,real,"tense, nocturnal",20th,1950s,,mistral-large-latest
432995,,United States,real,"tense, reflective",18th,colonial,American Revolutionary War era,mistral-large-latest
432994,,United States,real,"reflective, informative",19th,Civil War and Reconstruction,"American Civil War, Reconstruction era",mistral-large-latest
19374501,,Suecia,real,"suspenseful, grim",20th,contemporary,Campeonato Mundial de Fútbol 1994,mistral-large-latest
13500793,,United Kingdom,real,"reflective, charming",19th,Victorian,,mistral-large-latest
543144,,United States,real,"lighthearted, hopeful",20th,,,mistral-large-latest
23713543,,Saudi Arabia,real,"sorrowful, introspective",,contemporary,,mistral-large-latest
7615594,,,real,,,,,mistral-large-latest
27220719,,,real,"romantic, nostalgic",,,,mistral-large-latest
16125805,,,real,"melancholic, passionate",,,,mistral-large-latest
35116397,Londres,Reino Unido,real,"tenso, coqueto",XIX,Regencia,,mistral-large-latest
36233629,,,real,"tense, passionate",,,,mistral-large-latest
16125800,,Nepal,real,"melancholic, hopeful",20th-21st,,1990 Nepal earthquake,mistral-large-latest
8332920,London,United Kingdom,real,"thought-provoking, emotional",20th,1960s,"Swinging Sixties, sexual liberation",mistral-large-latest
34814802,Athens,Greece,mixed,"foreboding, urgent, hopeless",,mythological,,mistral-large-latest
27407784,,,real,"tense, hopeless",,,,mistral-large-latest
21519617,Chicago,United States,mixed,"ominous, urgent",,Depression-era,Great Depression,mistral-large-latest
8047843,,Sweden,fictional,"tense, thought-provoking",,modern,,mistral-large-latest
2076097,Paris,France,real,"suspenseful, urgent",20th,Cold War,"Post-World War II espionage, Algerian War",mistral-large-latest
2076096,,,real,tense,,,,mistral-large-latest
2076095,,,real,exciting,,,Cold War,mistral-large-latest
2076091,Philadelphia,United States,real,"dark, urgent",20th,contemporary,,mistral-large-latest
2076090,,Scotland,real,"warm, amusing",20th,,,mistral-large-latest
7338158,,,real,"sobering, thought-provoking",20th,,industrialization of food production,mistral-large-latest
20923238,,,fictional,"tense, foreboding",,sci-fi/futuristic,"Great Crusade, Horus Heresy",mistral-large-latest
30902593,,,real,"melancholic, hopeful",,,,mistral-large-latest
33820076,New York,United States,mixed,"tense, adventurous",20th,early_to_mid_20th_century,,mistral-large-latest
25273713,,,real,"suspenseful, paranoid",,,"insurgency, bomb attack",mistral-large-latest
9079535,,Afghanistan,real,"somber, uplifting",21st,contemporary,post-2001 Afghanistan conflict,mistral-large-latest
412347,,,real,"competitive, romantic",,contemporary,,mistral-large-latest
412343,,,real,"exciting, competitive",,contemporary,,mistral-large-latest
20670870,,,real,,,,,mistral-large-latest
412348,,United States,real,"suspenseful, dangerous",,contemporary,,mistral-large-latest
412349,,,real,"anxious, determined",,,,mistral-large-latest
1863450,,,real,"intellectual, contemplative",20th,modernist,post-World War I,mistral-large-latest
6949099,,Japan,real,"tense, hopeful",,,,mistral-large-latest
33998345,,United States,real,"suspenseful, uneasy",20th,1970s-1980s,,mistral-large-latest
32559785,Londra,Regno Unito,real,"claustrofobico, paranoico",,contemporanea,,mistral-large-latest
8873958,,,real,"tense, unsettling",,,,mistral-large-latest
11799500,,United Kingdom,real,"tense, ominous",20th,mid-20th century,,mistral-large-latest
2009610,London,England,real,"uneasy, chaotic",18th,Georgian,Gordon Riots,mistral-large-latest
28627611,,,real,"warm, intriguing",,,,mistral-large-latest
10846264,St. Petersburg,United States,real,"lighthearted, melancholic",19th,antebellum,pre-Civil War America,mistral-large-latest
10846266,,,real,"amusing, inspirational",19th,Victorian,,mistral-large-latest
2009619,,,real,,,,,mistral-large-latest
32608333,,United States,real,"tense, reflective",19th,Civil War,American Civil War,mistral-large-latest
6883696,,,real,"curious, thought-provoking",,prehistoric,,mistral-large-latest
20528448,,United States,real,"suspenseful, emotional",21st,contemporary,,mistral-large-latest
24045997,,China,real,"tense, passionate",,,,mistral-large-latest
20528445,,,real,"intimate, tender",,,,mistral-large-latest
29778537,,,real,"tense, emotional",,,,mistral-large-latest
32608331,Wyoming,United States,real,"emotional, uplifting",,contemporary,,mistral-large-latest
34361911,,,real,"contemplative, thought-provoking",,,,mistral-large-latest
20528440,Cairns,Australia,real,"tense, passionate",,contemporary,,mistral-large-latest
2741623,,,real,engaging,,,,mistral-large-latest
26053112,,,fictional,"anxious, paranoid, desperate",,futuristic,interplanetary invasion,mistral-large-latest
32868469,,,fictional,"uneasy, foreboding, playful",,,,mistral-large-latest
8419185,,Russia,real,"solemn, inspirational",19th,Victorian era,Crimean War,mistral-large-latest
12326657,,Germany,real,"foreboding, tense",,contemporary,,mistral-large-latest
18713367,,,real,"suspenseful, intriguing",,,,mistral-large-latest
16104261,,,real,,,,,mistral-large-latest
1857420,,,real,,,,,mistral-large-latest
1857421,,Korea,real,"nostalgic, hopeful, gentle",,,,mistral-large-latest
23475053,,,real,varied,,,,mistral-large-latest
1857426,,,real,"hopeful, reflective",,,,mistral-large-latest
23475051,Stockholm,Sweden,real,"suspenseful, chilling",21st,contemporary,,mistral-large-latest
26633131,,,real,"hopeful, introspective",,,,mistral-large-latest
26250790,,China,real,"tense, despairing",,,,mistral-large-latest
1511314,,,real,"hopeful, critical",21st,contemporary,,mistral-large-latest
7815677,,Indonesia,real,"thought-provoking, unsettling, reflective",,,,mistral-large-latest
1763936,,,real,"informative, helpful",,contemporary,,mistral-large-latest
16051880,,,real,"suspenseful, dark",,,,mistral-large-latest
16051886,,,mixed,"suspenseful, emotionally charged",,contemporary,,mistral-large-latest
23591046,,United States,real,"foreboding, anticipatory",,contemporary,American political cycles,mistral-large-latest
12446299,,France,real,"tense, introspective",20th,World War I,World War I,mistral-large-latest
3475260,,,real,"arousing, intimate",,,,mistral-large-latest
7745335,,Romania,real,"claustrophobic, despairing, tense",20th,Cold War,Communist dictatorship under Nicolae Ceaușescu,mistral-large-latest
327703,Manhattan,United States,real,"playful, suspenseful",,,,mistral-large-latest
327702,,,real,"tense, uncertain",,,,mistral-large-latest
23197053,,,real,"suspenseful, tense",,,,mistral-large-latest
3475268,Cincinnati,United States,mixed,"tense, suspenseful",,contemporary,,mistral-large-latest
3475269,Londen,Verenigd Koninkrijk,fictional,"beklemmend, hopeloos, dreigend",20e,futuristisch (geprojecteerd vanaf 1949),"Koude Oorlog, totalitarisme, stalinisme",mistral-large-latest
799501,,,fictional,"suspenseful, foreboding",,sci-fi/fantasy,,mistral-large-latest
25455864,,,real,"suspenseful, paranoid, dangerous",,,,mistral-large-latest
19085307,Cambridge,United Kingdom,real,"suspenseful, melancholic",,contemporary,,mistral-large-latest
12991664,,United States,real,"melancholic, cynical, introspective",20th,modern,,mistral-large-latest
6412843,,Malonia,mixed,"melancholic, uncertain",,,political upheaval,mistral-large-latest
7864588,Barcellona,Spagna,real,"suspenseful, tense",,,,mistral-large-latest
13569479,,,mixed,"exciting, engaging",21st,modern,,mistral-large-latest
23118542,,United States,real,"melancholic, hopeful","19th (1870), 20th (1997)","Post-Civil War, Late 20th Century",Marias Massacre of 1870,mistral-large-latest
13260899,,,real,"playful, warm",,contemporary,,mistral-large-latest
30073383,,,real,"hopeful, dramatic",,contemporary,,mistral-large-latest
30073385,Londres,Royaume-Uni,real,"romantique, intrigant",19ème,Régence,,mistral-large-latest
22282683,,,real,educational,20th,late 20th century,,mistral-large-latest
8881365,,,fictional,"suspenseful, dramatic",,far future,decline of the Galactic Empire,mistral-large-latest
30073389,London,United Kingdom,real,"tense, humorous",21st,contemporary,,mistral-large-latest
12381155,,United Kingdom,real,"tense, foreboding",,,,mistral-large-latest
15708931,Timber Ridge,United States,real,"suspenseful, warm",,contemporary,,mistral-large-latest
13260895,,,real,"chaotic, warm",,,,mistral-large-latest
13170567,,Italy,real,"inspiring, approachable",,,,mistral-large-latest
17701996,,,real,"intellectual, debative",,,,mistral-large-latest
987590,,,real,"informative, encouraging",21st,contemporary,,mistral-large-latest
35305967,Second Springs,United States,real,"suspenseful, mysterious",,contemporary,,mistral-large-latest
17701992,,,real,"intellectual, reflective",,ancient,Aristotelian philosophy,mistral-large-latest
32498555,"Chicago, San Francisco",United States,mixed,"tense, nostalgic, emotional","20th, 21st",,,mistral-large-latest
29985384,Orbaizeta,Spain,real,"eerie, suspenseful",,,contrabando en la frontera,mistral-large-latest
17701998,,,real,"intellectual, engaging",19th,Regency,,mistral-large-latest
31442667,,,fictional,"hopeful, tense, melancholic",,fantasy,,mistral-large-latest
145059,,,real,"intellectual, engaging",,,,mistral-large-latest
35599958,,,fictional,"tense, sensual, emotional",,,,mistral-large-latest
18444014,,"Iraq, Afghanistan, United States",real,"tense, reflective, admiring",21st,contemporary,"Iraq War, War in Afghanistan",mistral-large-latest
25426695,,Australia,real,"hopeful, melancholic",21st,,,mistral-large-latest
